PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
469,1,3,"Young, Master. Walter",Male,0.5,0,0,155738,48.5758,,S
199,1,1,"Allen, Dr. Albert",m,27.6,1,0,A/5 386705,91.8423,E100,C
528,0,3,"Campbell, Rev. Alfred",MALE,0.4,4,0,260191,23.072,,S
787,1,1,"Taylor, Master. John",male,,3,0,A/5 246934,5.52,C12,s
242,0,3,"Edwards, Master. Walter",Male,0.7,1,0,135880,9.0372,,Southampton
343,0,3,"Carter, Mrs. Margaret",f,33.4,0,0,A/5 209653,11.4067,,C
550,1,1,"Campbell, Mr. Samuel",M,28.5,0,0,C.A. 331229,2.036,F86,Southampton
387,0,1,"Green, Dr. John",MALE,22.6,0,0,C.A. 199554,14.5949,D26,Southampton
847,0,3,"Allen, Mrs. Anna",f,19.1,1,0,SC/PARIS 352687,19.1425,,Southampton
207,1,1,"Adams, Dr. Charles",Male,15.2,0,0,SC/PARIS 81224,2.1967,B83,S
296,1,3,"Collins, Dr. Fred",M,22.6,1,0,PC 158514,42.7676,,s
873,1,3,"Rogers, Rev. Walter",m,33.9,1,0,A/5 392658,13.5924,,S
74,0,2,"Turner, Rev. Robert",M,38.4,0,0,C.A. 93346,12.3526,,S
682,0,2,"Smith, Mr. Herbert",Male,39.9,0,1,A/5 148958,24.1796,,Southampton
105,0,3,"Young, Major. Arthur",MALE,,0,0,C.A. 78906,7.0157,,s
805,1,3,"Wright, Mr. Robert",male,37.4,1,0,C.A. 19864,1.7125,,Southampton
881,1,3,"Johnson, Rev. Herbert",MALE,18.8,1,3,321599,26.8698,,s
17,1,1,"Smith, Dr. Fred",male,,0,0,PC 31369,37.9659,E21,Queenstown
440,1,2,"Collins, Rev. Henry",m,6.3,0,1,C.A. 155849,6.7293,,q
92,0,3,"Mitchell, Rev. Frank",MALE,21.2,0,0,C.A. 66197,21.646,,Southampton
89,0,1,"Wilson, Miss. Florence",Female,22.7,0,1,C.A. 362429,91.9139,C9,Southampton
451,1,3,"King, Dr. Edward",male,14.7,0,0,SC/PARIS 322343,44.6195,,S
103,0,3,"Baker, Dr. Robert",m,20.5,0,3,PC 315246,9.5564,,Southampton
239,1,3,"Clark, Lady. Margaret",Female,10.7,0,1,PC 220092,1.7254,,S
661,0,3,"Stewart, Major. Thomas",Male,27.8,1,0,A/5 271609,18.2703,,S
247,1,1,"King, Mme. Elizabeth",FEMALE,29.9,2,0,C.A. 81313,45.5825,E96,S
653,1,1,"Edwards, Rev. Arthur",MALE,29.6,0,0,STON/O 4214,50.2097,C88,s
158,1,1,"Clark, Mr. Robert",Male,25.3,1,0,C.A. 163673,231.1843,,S
480,1,1,"Green, Mme. Elizabeth",F,40.1,0,0,PC 21907,$21.16,,s
774,1,3,"Green, Major. Herbert",MALE,,0,0,STON/O 158375,4.6205,,S
754,1,1,"Adams, Master. Charles",MALE,1.9,0,0,284867,152.0882,,Southampton
19,1,1,"Rogers, Master. Robert",MALE,5.4,0,0,164429,356.4991,F96,S
646,1,3,"Green, Master. Herbert",M,3.1,1,3,A/5 157916,0.7052,,S
122,1,1,"Allen, Mme. Margaret",F,,0,2,SC/PARIS 192814,49.6105,C43,S
645,0,3,"Rogers, Rev. Arthur",M,17.7,2,0,PC 353368,60.7354,,S
275,1,3,"Wilson, Mlle. Nellie",female,26.5,0,0,A/5 275697,5.2222,,s
434,1,3,"Smith, Dr. Frank",male,0.8,0,0,PC 385867,8.4312,,S
823,1,1,"Anderson, Mrs. Ellen",female,43.1,0,3,C.A. 255480,95.4953,D109,Southampton
312,0,2,"Moore, Rev. Albert",MALE,22.0,0,1,SC/PARIS 336076,24.5576,,Southampton
695,1,3,"Baker, Mme. Mary",f,29.1,0,0,STON/O 70488,15.7579,,Southampton
889,0,1,"Hall, Dr. Edward",m,,2,1,SC/PARIS 141242,107.6442,,S
547,0,3,"Phillips, Col. Charles",MALE,22.7,0,0,PC 292158,3.2313,,Cherbourg
182,0,2,"Smith, Mr. William",male,,0,0,320228,22.0652,,s
185,0,1,"Carter, Master. Albert",m,8.3,0,2,SC/PARIS 190060,5.2214,E140,Q
407,1,1,"Smith, Rev. Walter",male,32.9,1,0,STON/O 258750,76.3731,,Southampton
607,0,3,"Wright, Mr. Walter",m,22.9,0,2,PC 253141,10.2003,,S
521,0,3,"Turner, Mlle. Mary",Female,29.2,0,0,STON/O 56880,12.6152,,Southampton
381,1,1,"Taylor, Lady. Edith",FEMALE,18.8 yrs,0,0,230044,5.4236,,S
411,0,3,"Moore, Master. William",MALE,2.5,0,0,PC 18338,$3.38,,S
635,0,3,"Green, Miss. Rose",Female,31.7,1,0,SC/PARIS 60334,6.7096,,s
370,0,3,"Wright, Mrs. Kate",F,1.8,0,0,PC 145169,7.4235,,C
744,1,1,"King, Master. Henry",Male,3.9,1,0,A/5 252544,69.6789,,S
762,0,3,"Green, Master. Thomas",M,10.0,0,1,SC/PARIS 267028,30.7436,,q
690,0,3,"Parker, Major. Charles",male,27.8,0,0,C.A. 272030,15.4076,,Southampton
79,1,1,"Green, Mlle. Kate",F,50.9,1,0,C.A. 363695,7.6383,F149,S
574,0,3,"Young, Major. Samuel",m,,0,0,A/5 391450,55.6129,,s
638,0,1,"Campbell, Mr. James",m,,0,0,202372,36.808,,s
608,0,2,"Wright, Dr. Henry",male,33.1,0,0,275856,0.8011,,q
786,0,3,"Campbell, Mlle. Margaret",FEMALE,21.1,0,1,C.A. 398061,11.3144,,S
193,1,3,"Collins, Col. Robert",M,,0,0,A/5 172924,60.3503,,S
857,1,1,"Evans, Lady. Mary",F,15.3,0,0,PC 262153,74.0337,,S
846,0,3,"Wright, Major. Henry",m,,0,1,A/5 50953,27.6541,,Southampton
417,1,1,"Green, Master. Walter",m,7.9,1,0,C.A. 307439,152.4381,E96,s
803,1,1,"Young, Miss. Annie",Female,,0,0,395059,179.307,D120,Q
562,1,2,"Baker, Rev. Arthur",Male,26.6,1,2,STON/O 192775,9.2481,,Cherbourg
68,0,3,"Baker, Mr. Walter",male,9.4,1,0,PC 341862,$11.28,,Cherbourg
537,1,2,"Smith, Col. Alfred",M,,0,0,A/5 210154,$5.64,,Southampton
78,0,2,"Smith, Col. Walter",Male,30.0,0,0,214085,$7.77,,S
106,1,1,"King, Mlle. Nellie",Female,48.6,2,0,C.A. 169704,26.5214,,Southampton
84,0,2,"Taylor, Mlle. Alice",FEMALE,35.8,0,0,C.A. 231932,11.0829,,Southampton
714,1,1,"Wright, Dr. Thomas",male,46.0,0,1,SC/PARIS 119408,22.664,F124,S
639,0,3,"Nelson, Mlle. Florence",Female,28.0,0,0,SC/PARIS 346783,16.5446,,Southampton
560,1,3,"Nelson, Mme. Nellie",f,,3,0,SC/PARIS 93818,1.9192,,s
796,0,1,"Scott, Lady. Ellen",F,40.0,1,3,A/5 250391,$14.22,,S
858,0,3,"Phillips, Rev. William",M,19.4,0,0,SC/PARIS 56611,$14.93,,Cherbourg
806,0,3,"Phillips, Col. Frank",MALE,19.6,0,0,PC 258676,22.545,,s
750,1,3,"Evans, Major. Henry",MALE,15.5,1,0,SC/PARIS 357634,6.1498,,Southampton
491,1,3,"Anderson, Lady. Nellie",F,11.0,0,0,SC/PARIS 45630,229.32,,c
506,0,2,"Wright, Mme. Rose",f,21.1,1,0,A/5 341013,0.0006,,S
882,0,2,"Johnson, Major. Edward",MALE,16.3,0,0,SC/PARIS 34297,15.6999,,Southampton
606,1,3,"Anderson, Master. Samuel",MALE,5.6,1,0,A/5 288389,3.1268,,s
364,1,3,"Brown, Mr. Walter",male,35.0,0,0,317304,23.2759,,s
70,1,3,"Hall, Major. Harry",male,41.8,0,2,377626,5.865,,s
549,0,3,"Parker, Col. Alfred",male,9.5,0,0,SC/PARIS 298708,12.5292,,Southampton
161,1,2,"Baker, Major. Frank",m,21.8,3,0,C.A. 358110,4.0207,,c
12,0,3,"Clark, Mme. Edith",female,41.6 yrs,0,0,A/5 397247,7.6421,,Southampton
145,0,1,"Taylor, Mme. Sarah",F,23.2,0,0,C.A. 118568,$5.86,,s
518,0,3,"Stewart, Rev. Robert",M,40.0,0,0,C.A. 200877,47.7336,,S
428,1,3,"Allen, Miss. Ida",Female,15.8,0,0,C.A. 175393,0.9503,,Q
640,1,1,"Wilson, Miss. Florence",FEMALE,,0,0,STON/O 383815,38.578,,Queenstown
177,0,3,"Nelson, Rev. Thomas",male,,0,2,A/5 150455,16.0243,,s
441,1,3,"Campbell, Master. Thomas",male,9.7,0,0,A/5 353129,11.1477,,C
522,0,2,"Carter, Major. Robert",MALE,27.7,0,0,SC/PARIS 192702,26.5127,,Southampton
799,0,3,"Clark, Mr. Samuel",m,12.7,0,0,306092,2.1371,,Southampton
862,0,3,"Wright, Col. Herbert",male,,0,0,C.A. 47760,7.7597,,S
689,0,3,"Johnson, Mrs. Clara",female,40.5,0,0,SC/PARIS 253461,12.4286,,S
232,0,1,"Clark, Master. Thomas",M,3.4,1,0,STON/O 370571,0.4404,F126,Cherbourg
211,0,2,"Turner, Mr. James",male,21.0,0,3,SC/PARIS 219411,33.637,,S
641,0,3,"Taylor, Miss. Sarah",female,32.0,1,1,SC/PARIS 133703,8.363,,S
144,1,1,"Scott, Mrs. Annie",f,,0,2,27972,35.1419,,Southampton
520,0,3,"Smith, Master. Walter",m,3.1,0,0,SC/PARIS 62776,7.9934,,s
467,1,1,"Campbell, Col. Alfred",M,,1,0,SC/PARIS 252852,40.2894,F107,Cherbourg
299,1,1,"Phillips, Master. Herbert",male,,0,0,C.A. 372388,49.3135,G75,s
429,0,3,"Smith, Mrs. Annie",FEMALE,21.3,0,0,SC/PARIS 84065,3.5694,,S
613,1,1,"Campbell, Rev. William",Male,,0,1,A/5 174998,92.3492,E55,Southampton
850,0,3,"Anderson, Dr. Alfred",M,,0,0,C.A. 148325,7.3064,,S
9,1,1,"Wilson, Miss. Nellie",Female,20.2,0,1,293002,103.0761,C15,c
157,0,1,"Wright, Mr. Arthur",male,16.0,0,0,C.A. 362554,135.4396,,s
540,0,3,"King, Col. Edward",MALE,,1,0,348825,6.8427,,S
507,1,2,"Hall, Major. Walter",male,41.2,2,0,199452,14.4499,,Southampton
437,0,3,"Hall, Col. George",male,40.2,0,1,331464,$7.15,,s
267,0,1,"Edwards, Master. James",male,7.5,1,1,PC 252340,130.4756,C78,s
462,0,1,"Collins, Dr. Herbert",male,32.8,0,0,304329,331.031,G33,S
577,1,2,"Johnson, Mrs. Ellen",female,20.0,0,0,SC/PARIS 82260,4.9599,,s
339,1,1,"Scott, Rev. Samuel",male,10.5,0,1,45170,333.7741,E73,Cherbourg
256,0,3,"Evans, Mr. Edward",MALE,14.2,1,0,286446,13.792,,c
738,1,1,"King, Major. Henry",male,37.7,0,0,A/5 363917,119.4826,C35,S
779,0,1,"Adams, Rev. Arthur",m,38.5,3,1,97074,77.0808,,S
666,0,3,"Campbell, Master. Walter",m,5.4,0,0,A/5 164251,3.7373,,S
561,0,3,"Parker, Major. Harry",m,0.4,0,0,336296,18.7325,,s
209,0,3,"Young, Major. Charles",m,43.9,0,0,PC 311278,20.7911,,s
288,0,1,"Scott, Dr. Herbert",male,,0,0,A/5 325332,55.9048,B19,Southampton
2,0,3,"Scott, Col. James",male,,3,1,SC/PARIS 316631,3.27,,S
342,0,3,"Stewart, Mlle. Alice",FEMALE,6.3,3,0,91581,51.8646,,c
270,0,3,"Hall, Mme. Clara",FEMALE,22.8,1,0,A/5 379752,45.0966,,Cherbourg
266,0,3,"Collins, Major. Herbert",male,39.4,0,0,SC/PARIS 317104,9.8473,,s
747,0,3,"Brown, Major. Henry",M,36.0,0,3,SC/PARIS 354712,4.2189,,S
753,0,1,"Brown, Dr. Henry",MALE,20.1,0,0,A/5 58338,43.9529,A38,Queenstown
96,1,2,"Scott, Col. Frank",M,14.0,1,0,C.A. 183431,10.2449,,S
887,0,3,"Young, Dr. Robert",M,25.8,0,0,STON/O 137738,7.7053,,C
43,1,2,"Smith, Dr. Frank",M,20.3,0,0,386381,13.9888,,Cherbourg
737,0,3,,MALE,2.2,1,1,STON/O 72515,1.8576,,Cherbourg
144,1,1,"Scott, Mrs. Annie",f,,0,2,27972,35.1419,,Southampton
815,1,2,"Scott, Mme. Sarah",female,,0,0,SC/PARIS 113239,21.3095,,S
629,1,2,"Clark, Mlle. Bertha",FEMALE,,0,0,A/5 93839,7.4123,,S
46,0,1,"King, Rev. James",m,,0,0,STON/O 15470,96.5055,C46,s
162,1,3,"Allen, Major. Fred",M,29.5,1,0,159765,76.8382,,Queenstown
728,1,2,"Campbell, Mrs. Florence",Female,23.4,1,0,250567,58.8071,,Southampton
630,0,3,"Stewart, Mme. Kate",FEMALE,,0,0,A/5 319730,19.3504,,
289,1,1,"Wright, Master. Walter",M,9.8,0,1,C.A. 167030,99.0576,A2,s
590,0,1,"Parker, Col. Albert",M,15.8,0,1,31566,112.9829,,Southampton
821,0,3,"Green, Rev. Henry",MALE,13.5,0,0,STON/O 229269,$44.64,,c
872,1,3,"Morris, Mlle. Margaret",FEMALE,35.2,0,2,C.A. 398071,30.2672,,s
576,1,3,"Turner, Master. George",MALE,0.6,1,0,SC/PARIS 63730,5.3008,,Southampton
316,1,3,"Baker, Miss. Nellie",F,,1,0,SC/PARIS 29107,10.0602,,Southampton
231,1,1,"Allen, Col. Harry",M,,1,0,338279,68.0292,,c
699,0,1,"Turner, Major. Harry",male,26.7,1,0,A/5 337729,11.729,G30,Southampton
757,1,3,"Green, Mlle. Nellie",Female,12.9,0,1,PC 137318,3.2174,,Southampton
712,0,2,"Brown, Mr. John",male,36.2,0,0,A/5 261938,15.3057,F1,Queenstown
77,0,3,"Wilson, Mme. Kate",f,31.5,0,0,STON/O 147621,1.5531,,Southampton
634,1,3,"Evans, Mme. Edith",female,25.0,0,2,STON/O 322458,4.4164,,Southampton
891,1,1,"Johnson, Col. George",m,36.4,0,2,PC 190602,150.337,C114,S
248,1,3,"Evans, Dr. Herbert",m,30.7,0,0,PC 357695,11.4144,,S
477,0,3,"Brown, Rev. Herbert",male,0.4,0,0,PC 273947,0.5488,,S
671,1,1,"Clark, Miss. Kate",F,38.8,0,0,STON/O 206561,70.5559,F85,Southampton
86,1,1,"Young, Col. Charles",m,,4,0,C.A. 318885,139.4459,E58,s
470,0,1,"King, Mr. Herbert",m,20.4,0,0,295589,234.228,,s
226,1,1,"Mitchell, Mrs. Sarah",f,,0,0,SC/PARIS 120298,142.1726,,c
332,0,3,"Brown, Mme. Florence",Female,44.1,0,2,341216,20.9442,,Cherbourg
234,0,2,"Morris, Dr. Herbert",male,31.5,1,1,STON/O 23054,17.981,,S
589,1,3,"Turner, Master. William",male,3.0,0,0,C.A. 335976,10.7748,,S
476,0,3,"Johnson, Col. Fred",m,45.2,1,0,STON/O 258189,6.5279,,q
819,1,3,"Turner, Mr. Frank",MALE,33.1,0,0,C.A. 112648,16.907,,c
800,0,3,"Wright, Major. Walter",M,23.9,0,1,C.A. 269128,17.102,,Southampton
600,1,3,"Hall, Miss. Ellen",female,,0,0,SC/PARIS 114999,2.9795,,Southampton
422,1,3,,M,43.3,0,0,C.A. 353252,12.5293,,s
688,0,1,"Baker, Lady. Mary",f,37.8,0,0,STON/O 216397,17.5174,,s
183,1,2,"Young, Miss. Sarah",f,0.4,0,0,SC/PARIS 240659,9.567,G128,s
618,1,3,"Stewart, Dr. Fred",m,,0,0,SC/PARIS 241116,5.8387,,Q
333,1,2,"Turner, Dr. John",Male,24.7,1,0,C.A. 344663,1.1917,A1,Q
439,0,3,"Adams, Mr. Robert",Male,27.8,0,0,A/5 261958,2.0858,,S
50,0,3,"Young, Col. Arthur",Male,21.4,1,0,STON/O 291671,30.9454,,s
6,0,3,"Mitchell, Major. Arthur",male,20.2,0,0,37466,10.0573,,S
530,1,1,"Mitchell, Miss. Rose",female,,1,0,1150,36.5877,,C
235,1,3,"Turner, Dr. Albert",m,4.2,1,0,SC/PARIS 143151,12.155,,S
487,1,3,"Smith, Mme. Helen",f,22.6,0,1,378637,1.1949,,S
830,1,3,"Morris, Rev. Edward",M,12.2,0,0,193801,8.5526,,Southampton
498,0,3,"Anderson, Rev. Walter",M,17.2,0,0,C.A. 234495,12.7601,,Cherbourg
826,0,1,"Wright, Mrs. Clara",f,22.5,0,0,PC 59684,171.3947,E31,S
107,0,1,"Stewart, Master. Samuel",MALE,8.8,0,0,C.A. 370742,22.072,,s
444,1,3,"Stewart, Mrs. Elizabeth",Female,40.0,0,0,340318,3.1868,,S
489,1,3,"Evans, Mme. Margaret",Female,16.1,0,0,A/5 249506,6.1372,,s
647,1,2,"Collins, Dr. Albert",male,,0,0,A/5 154528,11.1846,,s
13,0,1,"Turner, Master. George",M,6.3,1,0,A/5 202728,44.3757,D136,c
739,0,3,"Scott, Mlle. Ida",f,32.4,0,0,SC/PARIS 83202,$25.83,,Southampton
727,0,3,"Wright, Lady. Elizabeth",female,,1,0,A/5 4329,0.6288,,Southampton
191,0,3,"Stewart, Mr. Albert",MALE,,0,0,C.A. 210726,13.3958,,Southampton
868,0,3,"Young, Mlle. Margaret",FEMALE,36.6,0,0,PC 275250,11.623,,Cherbourg
283,1,2,"Rogers, Col. George",male,29.5,0,0,SC/PARIS 250299,34.7216,,q
30,1,1,"Rogers, Lady. Kate",FEMALE,64.4,2,2,A/5 98425,38.8321,A61,s
170,0,3,"Campbell, Col. Charles",Male,30.2,0,0,173216,$16.81,,Southampton
181,0,3,"Rogers, Rev. John",MALE,9.7,0,0,246948,6.7395,,S
101,0,2,"Wilson, Major. Edward",male,36.7,0,0,A/5 118807,$26.75,,Southampton
198,1,3,"Green, Major. Charles",m,28.9,0,0,SC/PARIS 73191,43.3085,,S
496,0,3,"Baker, Mme. Emily",Female,15.2,1,0,307273,15.4605,,Southampton
722,0,1,"Rogers, Dr. William",M,16.8,2,0,69439,45.6013,F13,s
648,1,1,"Adams, Mme. Bertha",female,33.7,1,0,SC/PARIS 31505,64.4184,F136,S
598,1,2,"Young, Mr. Arthur",m,11.6,0,0,A/5 362611,7.0758,,Southampton
855,0,2,"Taylor, Mlle. Ida",F,14.9,0,1,STON/O 50061,5.5243,,S
711,0,1,"Nelson, Master. George",male,6.0,1,0,A/5 232515,103.5722,,c
374,0,3,"Mitchell, Rev. William",m,10.9 yrs,0,0,A/5 248298,13.3881,,Southampton
679,0,3,"Anderson, Major. Charles",Male,30.7,0,0,SC/PARIS 235440,4.4076,,s
814,0,3,"Campbell, Mrs. Kate",Female,9.3,1,0,179016,18.691,,s
649,0,3,"Rogers, Lady. Kate",F,38.3,2,2,SC/PARIS 166931,9.7438,,Southampton
798,1,2,"Wright, Miss. Elizabeth",Female,20.7,1,0,89459,18.6775,B87,S
461,1,3,"Carter, Major. Harry",male,33.5,0,0,A/5 279063,0.1489,,Cherbourg
414,1,2,"Young, Mrs. Bertha",Female,,4,1,PC 117051,37.27,,s
132,0,1,"Edwards, Mr. William",m,,1,2,PC 36971,52.9189,,s
40,0,3,"Brown, Mrs. Mary",F,35.3,0,2,SC/PARIS 19889,18.3445,,S
435,0,1,"Taylor, Master. Alfred",m,11.2,0,0,C.A. 336712,$126.07,E13,C
216,0,3,"Wright, Rev. John",M,31.5,0,0,STON/O 303874,8.8543,,S
556,1,1,"Anderson, Mr. Frank",male,23.8,1,0,394079,69.8434,B102,s
567,1,3,"Moore, Mlle. Bertha",FEMALE,22.2,1,0,A/5 334915,16.7266,,Cherbourg
763,0,3,"Morris, Mlle. Sarah",f,31.6,0,1,78114,17.4451,,s
475,0,3,"Carter, Master. Charles",Male,6.6,0,0,PC 21940,270.2101,,c
457,0,3,"Phillips, Major. Thomas",male,,0,1,117259,,,C
812,0,3,"Wilson, Mme. Elizabeth",f,32.5,1,0,222497,27.4335,,Southampton
261,1,3,"Phillips, Miss. Sarah",f,,0,1,A/5 292880,$23.42,,Southampton
817,1,3,"Scott, Dr. Alfred",M,37.3,0,0,STON/O 265576,$14.85,,s
36,0,3,"Rogers, Rev. Herbert",male,20.9,0,1,STON/O 61517,6.1182,,S
310,0,3,"Wright, Mlle. Florence",FEMALE,,0,0,C.A. 311485,9.1612,,S
277,1,1,"Adams, Master. William",MALE,5.3,0,0,324233,252.5385,,s
637,0,3,"Hall, Mr. Harry",male,38.9,0,0,PC 377635,8.0559,,c
655,0,3,"Anderson, Dr. Charles",MALE,6.1,0,0,STON/O 243467,9.9181,,q
623,0,3,"Edwards, Major. Herbert",Male,17.3 yrs,0,0,275624,$11.59,,s
394,0,3,"Stewart, Dr. James",M,35.9,0,0,C.A. 347575,3.4455,,Southampton
864,0,3,"Parker, Mlle. Kate",F,37.3,0,0,SC/PARIS 69832,13.205,,s
108,0,1,"Baker, Miss. Edith",FEMALE,45.5,0,0,STON/O 53619,22.8521,,s
870,1,3,"Green, Mrs. Helen",f,0.4,0,0,STON/O 134620,18.3781,,Cherbourg
525,1,1,"Edwards, Mlle. Ellen",f,35.6,1,0,SC/PARIS 211009,54.4207,,S
785,1,1,"Collins, Major. William",Male,13.7,2,1,PC 361734,26.2388,B54,s
48,0,3,"Morris, Dr. George",m,35.0,0,0,C.A. 1886,22.5257,,q
204,1,3,"Anderson, Col. Harry",MALE,56.4,1,0,C.A. 376879,28.8183,,Cherbourg
875,0,2,"Mitchell, Mme. Kate",F,25.3,4,1,362912,4.7278,,s
632,1,3,"Green, Mr. Alfred",MALE,,0,0,SC/PARIS 282998,0.48,,S
22,0,1,"Anderson, Col. Henry",MALE,21.6,0,0,C.A. 128400,41.0725,,q
403,0,2,"Taylor, Mlle. Rose",female,1.6,0,0,SC/PARIS 398608,9.3213,,s
84,0,2,"Taylor, Mlle. Alice",female,35.8,0,0,C.A. 231932,11.0829,,Southampton
131,1,2,"Hall, Dr. John",m,25.5,0,0,A/5 348481,4.9245,,Queenstown
416,1,1,"Hall, Master. William",MALE,,0,1,337981,70.1507,D90,s
742,0,3,"Johnson, Dr. William",m,21.8,0,0,A/5 224188,10.7614,,s
698,0,3,"Mitchell, Master. James",Male,7.1,2,0,C.A. 201889,4.9175,,Southampton
287,0,3,"Smith, Mme. Edith",F,36.4,1,0,C.A. 120610,31.8857,,Southampton
124,0,3,"King, Lady. Edith",FEMALE,38.1,0,0,SC/PARIS 65796,35.5321,,Southampton
34,1,3,"Moore, Col. James",M,37.7,0,1,A/5 129075,14.3812,,Southampton
631,0,3,"Mitchell, Dr. Fred",male,19.3,0,3,SC/PARIS 337275,3.2138,,s
517,1,1,"Adams, Col. John",m,15.7,0,0,PC 317394,118.5767,A111,s
20,0,3,"Taylor, Dr. Alfred",Male,27.9,1,0,SC/PARIS 291414,13.7069,,S
853,1,3,"Anderson, Master. John",MALE,7.9,0,0,STON/O 86749,0.5421,,Southampton
220,0,1,"Parker, Rev. Charles",m,20.2 yrs,0,2,C.A. 27821,112.353,B93,S
428,1,3,"Allen, Miss. Ida",FEMALE,15.8,0,0,C.A. 175393,0.9503,,Q
482,1,1,"Johnson, Mlle. Ida",Female,13.3,0,0,SC/PARIS 44172,22.3716,,Southampton
357,0,3,"Nelson, Master. William",MALE,8.4,1,3,STON/O 1766,19.227,,S
662,0,2,"Johnson, Major. Henry",male,0.4,0,0,A/5 3154,7.7348,,s
225,0,1,"Campbell, Dr. Herbert",MALE,15.4 yrs,0,0,STON/O 174664,240.747,,S
760,0,2,"Johnson, Mr. Edward",m,25.9 yrs,0,1,STON/O 194814,24.5672,,Southampton
93,1,3,"Hall, Mlle. Sarah",FEMALE,,0,0,SC/PARIS 21898,0.4673,,S
152,0,1,"Scott, Mme. Elizabeth",female,34.9,0,1,C.A. 277265,55.1761,,s
16,0,2,"Mitchell, Lady. Sarah",f,38.6,1,0,SC/PARIS 279058,14.2975,,S
318,0,3,"Collins, Major. Robert",M,18.7,0,0,A/5 116620,0.8869,,c
449,1,3,"Taylor, Dr. Thomas",M,18.6,1,0,STON/O 344394,19.0345,,S
804,1,1,"Baker, Mlle. Sarah",female,33.8,0,0,SC/PARIS 10264,4.2334,,s
746,1,1,"Brown, Major. William",m,25.8,0,0,A/5 156498,$241.77,C139,q
523,0,3,"Nelson, Dr. Henry",MALE,,0,1,SC/PARIS 291933,$10.65,,Southampton
280,1,1,"Collins, Rev. Alfred",M,27.9,0,0,STON/O 213875,$34.76,B58,C
584,0,3,"Wilson, Major. Samuel",M,40.9 yrs,0,0,SC/PARIS 126192,3.6443,,Southampton
765,0,3,"King, Dr. Edward",m,24.0,4,0,PC 306886,4.9466,,s
605,0,3,"Green, Mlle. Anna",F,16.8,0,0,PC 227458,8.1991,,C
350,0,3,"Adams, Dr. Thomas",Male,32.9 yrs,0,2,PC 193774,40.1035,,c
375,1,1,"Clark, Lady. Clara",Female,39.5,1,0,PC 140736,31.524,G15,s
401,0,3,"Anderson, Major. Henry",MALE,13.6,0,1,A/5 46627,31.7906,,s
705,0,2,"Taylor, Dr. William",Male,31.3,0,0,PC 381240,5.9453,,Southampton
258,0,3,"Scott, Major. John",male,13.0,0,0,PC 109046,30.7458,,S
852,0,3,"Parker, Rev. Frank",MALE,,0,2,SC/PARIS 345677,3.7726,,S
73,0,1,"Nelson, Rev. John",male,28.2,0,0,179903,17.9383,D126,s
196,1,2,"Edwards, Col. Albert",MALE,,0,0,PC 319543,32.2244,,S
484,0,2,"Nelson, Master. George",male,4.9,0,0,C.A. 339984,30.9642,,s
856,0,3,"Parker, Master. Frank",m,4.2,1,2,SC/PARIS 112356,21.5557,,s
138,0,2,"Campbell, Mlle. Elizabeth",f,30.3,0,0,STON/O 319923,4.9739,B71,S
495,0,3,"King, Rev. Thomas",male,11.6 yrs,1,0,STON/O 325804,27.4912,,S
773,0,3,"Nelson, Rev. Samuel",MALE,15.5,0,0,SC/PARIS 160338,10.5818,,Southampton
551,0,1,"Nelson, Rev. Albert",m,32.0,0,0,A/5 216881,61.8947,G51,Cherbourg
463,0,3,"Mitchell, Lady. Edith",Female,24.9,0,0,C.A. 320288,2.5944,,Southampton
202,0,2,"Brown, Major. Albert",Male,22.0,0,0,PC 374192,55.279,,Southampton
313,0,2,"Taylor, Col. Samuel",M,16.0,1,2,PC 354154,10.3873,,c
291,0,3,"Smith, Mr. Robert",MALE,34.3,0,0,SC/PARIS 171094,16.7519,,s
190,0,1,"Allen, Mr. Henry",M,23.4,0,1,C.A. 133809,193.4366,F49,s
764,1,1,"Campbell, Rev. Harry",MALE,47.4,0,0,PC 356471,67.0517,C7,S
113,0,3,"Campbell, Miss. Ida",F,19.3 yrs,0,0,A/5 154809,$13.75,,Southampton
184,0,3,"Turner, Mr. Herbert",male,53.8,1,1,STON/O 226044,17.3481,,Q
153,0,3,"Mitchell, Dr. Edward",M,23.5,0,0,PC 134965,4.2927,,C
825,1,3,"Johnson, Mr. Thomas",MALE,14.0,0,0,STON/O 34335,21.5674,,c
326,0,2,"Campbell, Master. Edward",MALE,,0,0,C.A. 257617,$4.44,F69,c
704,1,2,"Allen, Lady. Emily",female,,2,2,SC/PARIS 6545,3.8421,,Cherbourg
45,0,2,"Collins, Rev. Albert",M,53.7,2,0,102255,64.9818,,C
445,1,3,"Morris, Rev. Fred",M,16.1,0,0,A/5 196361,12.4478,,q
788,0,3,"Smith, Major. Arthur",Male,54.2,0,2,PC 309073,2.9079,,s
7,0,3,"Brown, Mme. Ellen",F,,0,0,STON/O 238717,0.6341,,Southampton
251,0,1,"Morris, Mrs. Kate",f,,0,0,PC 270089,88.419,E15,Southampton
824,0,2,"Hall, Master. Henry",male,6.6,0,0,289728,,,Southampton
76,0,3,"Clark, Dr. Walter",male,,0,0,C.A. 177368,9.0785,,s
513,0,1,"Green, Miss. Margaret",f,28.3,0,0,PC 116009,7.5566,,Southampton
392,1,3,"Johnson, Mr. Edward",M,62.8,0,0,PC 29576,15.3409,,Southampton
